,ownerincome,housholdincome,ownerid,houseid,
1287,683189,693299,481,901,"insert into income (ownerid, houseid, familyincome, householdincome) values (481,901,683189,693299);"
1288,676874,963042,793,810,"insert into income (ownerid, houseid, familyincome, householdincome) values (793,810,676874,963042);"
1289,623755,682802,573,1099,"insert into income (ownerid, houseid, familyincome, householdincome) values (573,1099,623755,682802);"
1290,749823,804938,804,474,"insert into income (ownerid, houseid, familyincome, householdincome) values (804,474,749823,804938);"
1291,830014,836350,74,1420,"insert into income (ownerid, houseid, familyincome, householdincome) values (74,1420,830014,836350);"
1292,649442,525124,299,2487,"insert into income (ownerid, houseid, familyincome, householdincome) values (299,2487,649442,525124);"
1293,608569,604271,330,2346,"insert into income (ownerid, houseid, familyincome, householdincome) values (330,2346,608569,604271);"
1294,352775,574590,564,1366,"insert into income (ownerid, houseid, familyincome, householdincome) values (564,1366,352775,574590);"
1295,480561,1091367,199,2039,"insert into income (ownerid, houseid, familyincome, householdincome) values (199,2039,480561,1091367);"
1296,960261,830907,57,78,"insert into income (ownerid, houseid, familyincome, householdincome) values (57,78,960261,830907);"
1297,686206,586276,674,1415,"insert into income (ownerid, houseid, familyincome, householdincome) values (674,1415,686206,586276);"
1298,565508,918467,513,2470,"insert into income (ownerid, houseid, familyincome, householdincome) values (513,2470,565508,918467);"
1299,446528,857120,526,2062,"insert into income (ownerid, houseid, familyincome, householdincome) values (526,2062,446528,857120);"
1300,854799,505355,341,1812,"insert into income (ownerid, houseid, familyincome, householdincome) values (341,1812,854799,505355);"
1301,949913,748169,597,2405,"insert into income (ownerid, houseid, familyincome, householdincome) values (597,2405,949913,748169);"
1302,780131,556481,276,720,"insert into income (ownerid, houseid, familyincome, householdincome) values (276,720,780131,556481);"
1303,962050,652095,828,1804,"insert into income (ownerid, houseid, familyincome, householdincome) values (828,1804,962050,652095);"
1304,591837,710082,652,667,"insert into income (ownerid, houseid, familyincome, householdincome) values (652,667,591837,710082);"
1305,805942,651008,576,2265,"insert into income (ownerid, houseid, familyincome, householdincome) values (576,2265,805942,651008);"
1306,713679,730155,411,1891,"insert into income (ownerid, houseid, familyincome, householdincome) values (411,1891,713679,730155);"
1307,478722,558927,692,1415,"insert into income (ownerid, houseid, familyincome, householdincome) values (692,1415,478722,558927);"
1308,488779,948400,836,1037,"insert into income (ownerid, houseid, familyincome, householdincome) values (836,1037,488779,948400);"
1309,387162,844247,218,2347,"insert into income (ownerid, houseid, familyincome, householdincome) values (218,2347,387162,844247);"
1310,549970,505653,742,1937,"insert into income (ownerid, houseid, familyincome, householdincome) values (742,1937,549970,505653);"
1311,970120,989460,484,768,"insert into income (ownerid, houseid, familyincome, householdincome) values (484,768,970120,989460);"
1312,951568,587833,850,749,"insert into income (ownerid, houseid, familyincome, householdincome) values (850,749,951568,587833);"
1313,919415,844650,293,2316,"insert into income (ownerid, houseid, familyincome, householdincome) values (293,2316,919415,844650);"
1314,560694,976674,747,2282,"insert into income (ownerid, houseid, familyincome, householdincome) values (747,2282,560694,976674);"
1315,316669,538906,349,928,"insert into income (ownerid, houseid, familyincome, householdincome) values (349,928,316669,538906);"
1316,536920,1180202,690,2255,"insert into income (ownerid, houseid, familyincome, householdincome) values (690,2255,536920,1180202);"
1317,581046,1111725,128,21,"insert into income (ownerid, houseid, familyincome, householdincome) values (128,21,581046,1111725);"
1318,679490,658277,52,2331,"insert into income (ownerid, houseid, familyincome, householdincome) values (52,2331,679490,658277);"
1319,603480,600689,724,1470,"insert into income (ownerid, houseid, familyincome, householdincome) values (724,1470,603480,600689);"
1320,507932,614337,550,1498,"insert into income (ownerid, houseid, familyincome, householdincome) values (550,1498,507932,614337);"
1321,777245,526644,163,1879,"insert into income (ownerid, houseid, familyincome, householdincome) values (163,1879,777245,526644);"
1322,645808,574092,823,1169,"insert into income (ownerid, houseid, familyincome, householdincome) values (823,1169,645808,574092);"
1323,716224,1184223,603,402,"insert into income (ownerid, houseid, familyincome, householdincome) values (603,402,716224,1184223);"
1324,634116,581381,604,69,"insert into income (ownerid, houseid, familyincome, householdincome) values (604,69,634116,581381);"
1325,331140,754932,182,252,"insert into income (ownerid, houseid, familyincome, householdincome) values (182,252,331140,754932);"
1326,642049,643246,287,2392,"insert into income (ownerid, houseid, familyincome, householdincome) values (287,2392,642049,643246);"
1327,931671,676030,631,2418,"insert into income (ownerid, houseid, familyincome, householdincome) values (631,2418,931671,676030);"
1328,945416,1007320,133,61,"insert into income (ownerid, houseid, familyincome, householdincome) values (133,61,945416,1007320);"
1329,506220,1092237,293,1825,"insert into income (ownerid, houseid, familyincome, householdincome) values (293,1825,506220,1092237);"
1330,798665,1126053,592,1257,"insert into income (ownerid, houseid, familyincome, householdincome) values (592,1257,798665,1126053);"
1331,758447,1047631,259,276,"insert into income (ownerid, houseid, familyincome, householdincome) values (259,276,758447,1047631);"
1332,447884,1179247,727,1749,"insert into income (ownerid, houseid, familyincome, householdincome) values (727,1749,447884,1179247);"
1333,741098,1196596,84,782,"insert into income (ownerid, houseid, familyincome, householdincome) values (84,782,741098,1196596);"
1334,447572,582088,585,2057,"insert into income (ownerid, houseid, familyincome, householdincome) values (585,2057,447572,582088);"
1335,992693,963168,466,2276,"insert into income (ownerid, houseid, familyincome, householdincome) values (466,2276,992693,963168);"
1336,807373,968904,137,854,"insert into income (ownerid, houseid, familyincome, householdincome) values (137,854,807373,968904);"
1337,551359,1050354,129,1241,"insert into income (ownerid, houseid, familyincome, householdincome) values (129,1241,551359,1050354);"
1338,440857,694996,36,183,"insert into income (ownerid, houseid, familyincome, householdincome) values (36,183,440857,694996);"
1339,356922,958297,590,683,"insert into income (ownerid, houseid, familyincome, householdincome) values (590,683,356922,958297);"
1340,823862,963779,975,2290,"insert into income (ownerid, houseid, familyincome, householdincome) values (975,2290,823862,963779);"
1341,405136,1107351,178,1680,"insert into income (ownerid, houseid, familyincome, householdincome) values (178,1680,405136,1107351);"
1342,829081,792146,509,1755,"insert into income (ownerid, houseid, familyincome, householdincome) values (509,1755,829081,792146);"
1343,941855,945888,657,2250,"insert into income (ownerid, houseid, familyincome, householdincome) values (657,2250,941855,945888);"
1344,975224,600484,50,1335,"insert into income (ownerid, houseid, familyincome, householdincome) values (50,1335,975224,600484);"
1345,574519,904817,211,1658,"insert into income (ownerid, houseid, familyincome, householdincome) values (211,1658,574519,904817);"
1346,433904,652330,460,1212,"insert into income (ownerid, houseid, familyincome, householdincome) values (460,1212,433904,652330);"
1347,735891,934335,56,177,"insert into income (ownerid, houseid, familyincome, householdincome) values (56,177,735891,934335);"
1348,516775,910169,672,869,"insert into income (ownerid, houseid, familyincome, householdincome) values (672,869,516775,910169);"
1349,691393,1103659,722,752,"insert into income (ownerid, houseid, familyincome, householdincome) values (722,752,691393,1103659);"
1350,821566,588820,896,763,"insert into income (ownerid, houseid, familyincome, householdincome) values (896,763,821566,588820);"
1351,733285,749747,812,179,"insert into income (ownerid, houseid, familyincome, householdincome) values (812,179,733285,749747);"
1352,827598,963958,917,1305,"insert into income (ownerid, houseid, familyincome, householdincome) values (917,1305,827598,963958);"
1353,424094,657694,951,211,"insert into income (ownerid, houseid, familyincome, householdincome) values (951,211,424094,657694);"
1354,941129,1163852,778,677,"insert into income (ownerid, houseid, familyincome, householdincome) values (778,677,941129,1163852);"
1355,499781,781544,357,1752,"insert into income (ownerid, houseid, familyincome, householdincome) values (357,1752,499781,781544);"
1356,960661,1165905,459,198,"insert into income (ownerid, houseid, familyincome, householdincome) values (459,198,960661,1165905);"
1357,425847,597944,348,1558,"insert into income (ownerid, houseid, familyincome, householdincome) values (348,1558,425847,597944);"
1358,388530,715819,855,1293,"insert into income (ownerid, houseid, familyincome, householdincome) values (855,1293,388530,715819);"
1359,967283,758755,220,663,"insert into income (ownerid, houseid, familyincome, householdincome) values (220,663,967283,758755);"
1360,367313,1020614,306,606,"insert into income (ownerid, houseid, familyincome, householdincome) values (306,606,367313,1020614);"
1361,514129,1080918,391,2276,"insert into income (ownerid, houseid, familyincome, householdincome) values (391,2276,514129,1080918);"
1362,562216,1040232,732,395,"insert into income (ownerid, houseid, familyincome, householdincome) values (732,395,562216,1040232);"
1363,956729,1169800,651,582,"insert into income (ownerid, houseid, familyincome, householdincome) values (651,582,956729,1169800);"
1364,345110,750354,516,955,"insert into income (ownerid, houseid, familyincome, householdincome) values (516,955,345110,750354);"
1365,513720,952148,134,1121,"insert into income (ownerid, houseid, familyincome, householdincome) values (134,1121,513720,952148);"
1366,843416,696353,661,2044,"insert into income (ownerid, houseid, familyincome, householdincome) values (661,2044,843416,696353);"
1367,712745,1199944,415,190,"insert into income (ownerid, houseid, familyincome, householdincome) values (415,190,712745,1199944);"
1368,620865,921854,227,1933,"insert into income (ownerid, houseid, familyincome, householdincome) values (227,1933,620865,921854);"
1369,418752,839779,387,2238,"insert into income (ownerid, houseid, familyincome, householdincome) values (387,2238,418752,839779);"
1370,549084,685514,259,891,"insert into income (ownerid, houseid, familyincome, householdincome) values (259,891,549084,685514);"
1371,707530,1025610,700,1364,"insert into income (ownerid, houseid, familyincome, householdincome) values (700,1364,707530,1025610);"
1372,648493,1172489,824,1498,"insert into income (ownerid, houseid, familyincome, householdincome) values (824,1498,648493,1172489);"
1373,514437,840842,527,2091,"insert into income (ownerid, houseid, familyincome, householdincome) values (527,2091,514437,840842);"
1374,793850,668073,525,1486,"insert into income (ownerid, houseid, familyincome, householdincome) values (525,1486,793850,668073);"
1375,376291,1045219,478,787,"insert into income (ownerid, houseid, familyincome, householdincome) values (478,787,376291,1045219);"
1376,565983,1190317,849,1746,"insert into income (ownerid, houseid, familyincome, householdincome) values (849,1746,565983,1190317);"
1377,602497,1102519,823,2361,"insert into income (ownerid, houseid, familyincome, householdincome) values (823,2361,602497,1102519);"
1378,518667,635951,423,1458,"insert into income (ownerid, houseid, familyincome, householdincome) values (423,1458,518667,635951);"
1379,660029,1180182,322,1382,"insert into income (ownerid, houseid, familyincome, householdincome) values (322,1382,660029,1180182);"
1380,407871,962758,335,1200,"insert into income (ownerid, houseid, familyincome, householdincome) values (335,1200,407871,962758);"
1381,717461,1077899,872,982,"insert into income (ownerid, houseid, familyincome, householdincome) values (872,982,717461,1077899);"
1382,303318,1137605,642,1378,"insert into income (ownerid, houseid, familyincome, householdincome) values (642,1378,303318,1137605);"
1383,716890,1162415,197,464,"insert into income (ownerid, houseid, familyincome, householdincome) values (197,464,716890,1162415);"
1384,723038,1161852,881,1374,"insert into income (ownerid, houseid, familyincome, householdincome) values (881,1374,723038,1161852);"
1385,562469,1024361,600,504,"insert into income (ownerid, houseid, familyincome, householdincome) values (600,504,562469,1024361);"
1386,890307,991498,759,71,"insert into income (ownerid, houseid, familyincome, householdincome) values (759,71,890307,991498);"
1387,837924,769322,22,796,"insert into income (ownerid, houseid, familyincome, householdincome) values (22,796,837924,769322);"
1388,729333,1035156,422,206,"insert into income (ownerid, houseid, familyincome, householdincome) values (422,206,729333,1035156);"
1389,699833,553477,699,1588,"insert into income (ownerid, houseid, familyincome, householdincome) values (699,1588,699833,553477);"
1390,930256,917027,805,266,"insert into income (ownerid, houseid, familyincome, householdincome) values (805,266,930256,917027);"
1391,992165,1163050,450,622,"insert into income (ownerid, houseid, familyincome, householdincome) values (450,622,992165,1163050);"
1392,603489,513310,742,472,"insert into income (ownerid, houseid, familyincome, householdincome) values (742,472,603489,513310);"
1393,621529,882441,711,609,"insert into income (ownerid, houseid, familyincome, householdincome) values (711,609,621529,882441);"
1394,760876,1013650,541,1736,"insert into income (ownerid, houseid, familyincome, householdincome) values (541,1736,760876,1013650);"
1395,589898,858994,21,129,"insert into income (ownerid, houseid, familyincome, householdincome) values (21,129,589898,858994);"
1396,419619,966837,877,1419,"insert into income (ownerid, houseid, familyincome, householdincome) values (877,1419,419619,966837);"
1397,642417,707415,629,896,"insert into income (ownerid, houseid, familyincome, householdincome) values (629,896,642417,707415);"
1398,995841,553474,519,264,"insert into income (ownerid, houseid, familyincome, householdincome) values (519,264,995841,553474);"
1399,898805,1037768,929,1044,"insert into income (ownerid, houseid, familyincome, householdincome) values (929,1044,898805,1037768);"
1400,848226,982094,885,2114,"insert into income (ownerid, houseid, familyincome, householdincome) values (885,2114,848226,982094);"
1401,538245,635378,78,1800,"insert into income (ownerid, houseid, familyincome, householdincome) values (78,1800,538245,635378);"
1402,620198,950382,287,1200,"insert into income (ownerid, houseid, familyincome, householdincome) values (287,1200,620198,950382);"
1403,874916,662323,226,2358,"insert into income (ownerid, houseid, familyincome, householdincome) values (226,2358,874916,662323);"
1404,850631,1052978,597,646,"insert into income (ownerid, houseid, familyincome, householdincome) values (597,646,850631,1052978);"
1405,560542,958182,523,934,"insert into income (ownerid, houseid, familyincome, householdincome) values (523,934,560542,958182);"
1406,964956,644719,812,1345,"insert into income (ownerid, houseid, familyincome, householdincome) values (812,1345,964956,644719);"
1407,997479,849212,687,2249,"insert into income (ownerid, houseid, familyincome, householdincome) values (687,2249,997479,849212);"
1408,474786,916841,668,1840,"insert into income (ownerid, houseid, familyincome, householdincome) values (668,1840,474786,916841);"
1409,306612,679674,232,1518,"insert into income (ownerid, houseid, familyincome, householdincome) values (232,1518,306612,679674);"
1410,518908,1184781,985,1921,"insert into income (ownerid, houseid, familyincome, householdincome) values (985,1921,518908,1184781);"
1411,759089,522982,321,6,"insert into income (ownerid, houseid, familyincome, householdincome) values (321,6,759089,522982);"
1412,589753,666980,107,2331,"insert into income (ownerid, houseid, familyincome, householdincome) values (107,2331,589753,666980);"
1413,330884,1199699,465,1160,"insert into income (ownerid, houseid, familyincome, householdincome) values (465,1160,330884,1199699);"
1414,730893,639394,769,1402,"insert into income (ownerid, houseid, familyincome, householdincome) values (769,1402,730893,639394);"
1415,448168,540966,474,2190,"insert into income (ownerid, houseid, familyincome, householdincome) values (474,2190,448168,540966);"
1416,799633,954325,167,2307,"insert into income (ownerid, houseid, familyincome, householdincome) values (167,2307,799633,954325);"
1417,611074,981993,964,1665,"insert into income (ownerid, houseid, familyincome, householdincome) values (964,1665,611074,981993);"
1418,972079,505004,212,1812,"insert into income (ownerid, houseid, familyincome, householdincome) values (212,1812,972079,505004);"
1419,504384,729247,229,955,"insert into income (ownerid, houseid, familyincome, householdincome) values (229,955,504384,729247);"
1420,985127,577124,668,1103,"insert into income (ownerid, houseid, familyincome, householdincome) values (668,1103,985127,577124);"
1421,420240,683806,961,231,"insert into income (ownerid, houseid, familyincome, householdincome) values (961,231,420240,683806);"
1422,523795,889388,878,1283,"insert into income (ownerid, houseid, familyincome, householdincome) values (878,1283,523795,889388);"
1423,700531,1163228,27,81,"insert into income (ownerid, houseid, familyincome, householdincome) values (27,81,700531,1163228);"
1424,457200,1199851,240,1429,"insert into income (ownerid, houseid, familyincome, householdincome) values (240,1429,457200,1199851);"
1425,603315,942420,35,989,"insert into income (ownerid, houseid, familyincome, householdincome) values (35,989,603315,942420);"
1426,627183,952387,817,2239,"insert into income (ownerid, houseid, familyincome, householdincome) values (817,2239,627183,952387);"
1427,725059,758081,628,2190,"insert into income (ownerid, houseid, familyincome, householdincome) values (628,2190,725059,758081);"
1428,624985,894413,254,591,"insert into income (ownerid, houseid, familyincome, householdincome) values (254,591,624985,894413);"
1429,635581,830471,386,574,"insert into income (ownerid, houseid, familyincome, householdincome) values (386,574,635581,830471);"
1430,334122,762728,574,124,"insert into income (ownerid, houseid, familyincome, householdincome) values (574,124,334122,762728);"
1431,595144,999459,288,1839,"insert into income (ownerid, houseid, familyincome, householdincome) values (288,1839,595144,999459);"
1432,323671,1073907,484,1977,"insert into income (ownerid, houseid, familyincome, householdincome) values (484,1977,323671,1073907);"
1433,555432,630461,508,765,"insert into income (ownerid, houseid, familyincome, householdincome) values (508,765,555432,630461);"
1434,879854,791850,778,987,"insert into income (ownerid, houseid, familyincome, householdincome) values (778,987,879854,791850);"
1435,620642,1086981,13,723,"insert into income (ownerid, houseid, familyincome, householdincome) values (13,723,620642,1086981);"
1436,901979,627859,69,1998,"insert into income (ownerid, houseid, familyincome, householdincome) values (69,1998,901979,627859);"
1437,583001,694148,239,1366,"insert into income (ownerid, houseid, familyincome, householdincome) values (239,1366,583001,694148);"
1438,825097,1011766,13,1518,"insert into income (ownerid, houseid, familyincome, householdincome) values (13,1518,825097,1011766);"
1439,471904,798787,967,2066,"insert into income (ownerid, houseid, familyincome, householdincome) values (967,2066,471904,798787);"
1440,435907,1118610,458,262,"insert into income (ownerid, houseid, familyincome, householdincome) values (458,262,435907,1118610);"
1441,556604,619494,736,1352,"insert into income (ownerid, houseid, familyincome, householdincome) values (736,1352,556604,619494);"
1442,911635,1046713,274,1915,"insert into income (ownerid, houseid, familyincome, householdincome) values (274,1915,911635,1046713);"
1443,737958,1065572,203,666,"insert into income (ownerid, houseid, familyincome, householdincome) values (203,666,737958,1065572);"
1444,307935,1125413,353,1293,"insert into income (ownerid, houseid, familyincome, householdincome) values (353,1293,307935,1125413);"
1445,509026,891594,799,2125,"insert into income (ownerid, houseid, familyincome, householdincome) values (799,2125,509026,891594);"
1446,420657,779971,559,2103,"insert into income (ownerid, houseid, familyincome, householdincome) values (559,2103,420657,779971);"
1447,786117,514836,249,2284,"insert into income (ownerid, houseid, familyincome, householdincome) values (249,2284,786117,514836);"
1448,864000,502615,206,1583,"insert into income (ownerid, houseid, familyincome, householdincome) values (206,1583,864000,502615);"
1449,596809,968564,721,1955,"insert into income (ownerid, houseid, familyincome, householdincome) values (721,1955,596809,968564);"
1450,924871,548066,705,1082,"insert into income (ownerid, houseid, familyincome, householdincome) values (705,1082,924871,548066);"
1451,833901,631502,374,1743,"insert into income (ownerid, houseid, familyincome, householdincome) values (374,1743,833901,631502);"
1452,557510,930324,964,1583,"insert into income (ownerid, houseid, familyincome, householdincome) values (964,1583,557510,930324);"
1453,381560,1092453,450,957,"insert into income (ownerid, houseid, familyincome, householdincome) values (450,957,381560,1092453);"
1454,768219,723442,205,1587,"insert into income (ownerid, houseid, familyincome, householdincome) values (205,1587,768219,723442);"
1455,563507,803242,394,1723,"insert into income (ownerid, houseid, familyincome, householdincome) values (394,1723,563507,803242);"
1456,915462,1189267,676,1864,"insert into income (ownerid, houseid, familyincome, householdincome) values (676,1864,915462,1189267);"
1457,745399,630163,969,2023,"insert into income (ownerid, houseid, familyincome, householdincome) values (969,2023,745399,630163);"
1458,581860,834039,776,1427,"insert into income (ownerid, houseid, familyincome, householdincome) values (776,1427,581860,834039);"
1459,653456,622012,699,598,"insert into income (ownerid, houseid, familyincome, householdincome) values (699,598,653456,622012);"
1460,488225,703943,687,2009,"insert into income (ownerid, houseid, familyincome, householdincome) values (687,2009,488225,703943);"
1461,814645,551000,917,1531,"insert into income (ownerid, houseid, familyincome, householdincome) values (917,1531,814645,551000);"
1462,417524,830082,209,1271,"insert into income (ownerid, houseid, familyincome, householdincome) values (209,1271,417524,830082);"
1463,424155,1087683,658,1461,"insert into income (ownerid, houseid, familyincome, householdincome) values (658,1461,424155,1087683);"
1464,607881,584345,882,2143,"insert into income (ownerid, houseid, familyincome, householdincome) values (882,2143,607881,584345);"
1465,653682,1165897,838,1915,"insert into income (ownerid, houseid, familyincome, householdincome) values (838,1915,653682,1165897);"
1466,567560,763354,223,1924,"insert into income (ownerid, houseid, familyincome, householdincome) values (223,1924,567560,763354);"
1467,302683,953866,783,852,"insert into income (ownerid, houseid, familyincome, householdincome) values (783,852,302683,953866);"
1468,371786,941288,857,401,"insert into income (ownerid, houseid, familyincome, householdincome) values (857,401,371786,941288);"
1469,961643,794343,145,775,"insert into income (ownerid, houseid, familyincome, householdincome) values (145,775,961643,794343);"
1470,888509,906051,566,250,"insert into income (ownerid, houseid, familyincome, householdincome) values (566,250,888509,906051);"
1471,870764,1033318,613,345,"insert into income (ownerid, houseid, familyincome, householdincome) values (613,345,870764,1033318);"
1472,999318,575590,335,1508,"insert into income (ownerid, houseid, familyincome, householdincome) values (335,1508,999318,575590);"
1473,679208,1153658,840,2249,"insert into income (ownerid, houseid, familyincome, householdincome) values (840,2249,679208,1153658);"
1474,428400,525644,304,1526,"insert into income (ownerid, houseid, familyincome, householdincome) values (304,1526,428400,525644);"
1475,510113,529651,248,1459,"insert into income (ownerid, houseid, familyincome, householdincome) values (248,1459,510113,529651);"
1476,703731,755134,449,1330,"insert into income (ownerid, houseid, familyincome, householdincome) values (449,1330,703731,755134);"
1477,479020,1143220,369,2410,"insert into income (ownerid, houseid, familyincome, householdincome) values (369,2410,479020,1143220);"
1478,371852,1195233,777,2058,"insert into income (ownerid, houseid, familyincome, householdincome) values (777,2058,371852,1195233);"
1479,518283,1042636,274,629,"insert into income (ownerid, houseid, familyincome, householdincome) values (274,629,518283,1042636);"
1480,759292,893441,756,1921,"insert into income (ownerid, houseid, familyincome, householdincome) values (756,1921,759292,893441);"
1481,757791,1016058,54,1371,"insert into income (ownerid, houseid, familyincome, householdincome) values (54,1371,757791,1016058);"
1482,408323,631631,10,1455,"insert into income (ownerid, houseid, familyincome, householdincome) values (10,1455,408323,631631);"
1483,545282,846821,130,1398,"insert into income (ownerid, houseid, familyincome, householdincome) values (130,1398,545282,846821);"
1484,767827,610874,309,2259,"insert into income (ownerid, houseid, familyincome, householdincome) values (309,2259,767827,610874);"
1485,985182,978134,472,1657,"insert into income (ownerid, houseid, familyincome, householdincome) values (472,1657,985182,978134);"
1486,538341,942772,956,1841,"insert into income (ownerid, houseid, familyincome, householdincome) values (956,1841,538341,942772);"
1487,710420,733641,800,1663,"insert into income (ownerid, houseid, familyincome, householdincome) values (800,1663,710420,733641);"
1488,942690,762792,178,2404,"insert into income (ownerid, houseid, familyincome, householdincome) values (178,2404,942690,762792);"
1489,628349,628918,298,1752,"insert into income (ownerid, houseid, familyincome, householdincome) values (298,1752,628349,628918);"
1490,773753,1121950,812,2143,"insert into income (ownerid, houseid, familyincome, householdincome) values (812,2143,773753,1121950);"
1491,726449,1106419,56,1554,"insert into income (ownerid, houseid, familyincome, householdincome) values (56,1554,726449,1106419);"
1492,943034,1011261,873,1457,"insert into income (ownerid, houseid, familyincome, householdincome) values (873,1457,943034,1011261);"
1493,369840,665623,178,2135,"insert into income (ownerid, houseid, familyincome, householdincome) values (178,2135,369840,665623);"
1494,883076,1058157,902,2036,"insert into income (ownerid, houseid, familyincome, householdincome) values (902,2036,883076,1058157);"
1495,920310,1094895,102,2168,"insert into income (ownerid, houseid, familyincome, householdincome) values (102,2168,920310,1094895);"
1496,968879,850371,624,2105,"insert into income (ownerid, houseid, familyincome, householdincome) values (624,2105,968879,850371);"
1497,522213,525927,370,1875,"insert into income (ownerid, houseid, familyincome, householdincome) values (370,1875,522213,525927);"
1498,618694,1174895,915,174,"insert into income (ownerid, houseid, familyincome, householdincome) values (915,174,618694,1174895);"
1499,366740,933163,836,200,"insert into income (ownerid, houseid, familyincome, householdincome) values (836,200,366740,933163);"
1500,701364,800948,590,311,"insert into income (ownerid, houseid, familyincome, householdincome) values (590,311,701364,800948);"
1501,673797,723216,617,823,"insert into income (ownerid, houseid, familyincome, householdincome) values (617,823,673797,723216);"
1502,905437,1073984,621,2459,"insert into income (ownerid, houseid, familyincome, householdincome) values (621,2459,905437,1073984);"
1503,519646,854918,623,686,"insert into income (ownerid, houseid, familyincome, householdincome) values (623,686,519646,854918);"
1504,363204,622322,690,2125,"insert into income (ownerid, houseid, familyincome, householdincome) values (690,2125,363204,622322);"
1505,670061,811355,97,1810,"insert into income (ownerid, houseid, familyincome, householdincome) values (97,1810,670061,811355);"
1506,950205,1147453,240,1962,"insert into income (ownerid, houseid, familyincome, householdincome) values (240,1962,950205,1147453);"
1507,535425,530755,173,2302,"insert into income (ownerid, houseid, familyincome, householdincome) values (173,2302,535425,530755);"
1508,316266,1003746,566,142,"insert into income (ownerid, houseid, familyincome, householdincome) values (566,142,316266,1003746);"
1509,719374,1065727,899,1787,"insert into income (ownerid, houseid, familyincome, householdincome) values (899,1787,719374,1065727);"
1510,893716,887158,542,1792,"insert into income (ownerid, houseid, familyincome, householdincome) values (542,1792,893716,887158);"
1511,829925,596986,475,1576,"insert into income (ownerid, houseid, familyincome, householdincome) values (475,1576,829925,596986);"
1512,465940,672044,837,142,"insert into income (ownerid, houseid, familyincome, householdincome) values (837,142,465940,672044);"
1513,767666,1021473,766,84,"insert into income (ownerid, houseid, familyincome, householdincome) values (766,84,767666,1021473);"
1514,679751,531854,646,2068,"insert into income (ownerid, houseid, familyincome, householdincome) values (646,2068,679751,531854);"
1515,909533,1120412,378,1322,"insert into income (ownerid, houseid, familyincome, householdincome) values (378,1322,909533,1120412);"
1516,924782,982417,341,952,"insert into income (ownerid, houseid, familyincome, householdincome) values (341,952,924782,982417);"
1517,835577,929595,133,1632,"insert into income (ownerid, houseid, familyincome, householdincome) values (133,1632,835577,929595);"
1518,502863,739591,794,369,"insert into income (ownerid, houseid, familyincome, householdincome) values (794,369,502863,739591);"
1519,386804,745340,400,187,"insert into income (ownerid, houseid, familyincome, householdincome) values (400,187,386804,745340);"
1520,866649,508480,625,2339,"insert into income (ownerid, houseid, familyincome, householdincome) values (625,2339,866649,508480);"
1521,582871,1115812,812,2243,"insert into income (ownerid, houseid, familyincome, householdincome) values (812,2243,582871,1115812);"
1522,475198,734619,924,2122,"insert into income (ownerid, houseid, familyincome, householdincome) values (924,2122,475198,734619);"
1523,468964,619146,67,1020,"insert into income (ownerid, houseid, familyincome, householdincome) values (67,1020,468964,619146);"
1524,311519,790507,761,1728,"insert into income (ownerid, houseid, familyincome, householdincome) values (761,1728,311519,790507);"
1525,910766,921233,539,1957,"insert into income (ownerid, houseid, familyincome, householdincome) values (539,1957,910766,921233);"
1526,606352,688504,953,2210,"insert into income (ownerid, houseid, familyincome, householdincome) values (953,2210,606352,688504);"
1527,355514,1063967,686,107,"insert into income (ownerid, houseid, familyincome, householdincome) values (686,107,355514,1063967);"
1528,512500,960777,103,1030,"insert into income (ownerid, houseid, familyincome, householdincome) values (103,1030,512500,960777);"
1529,837213,873829,262,2110,"insert into income (ownerid, houseid, familyincome, householdincome) values (262,2110,837213,873829);"
1530,899620,603148,781,1605,"insert into income (ownerid, houseid, familyincome, householdincome) values (781,1605,899620,603148);"
1531,486325,630586,776,134,"insert into income (ownerid, houseid, familyincome, householdincome) values (776,134,486325,630586);"
1532,624202,734770,58,323,"insert into income (ownerid, houseid, familyincome, householdincome) values (58,323,624202,734770);"
1533,639960,779210,51,95,"insert into income (ownerid, houseid, familyincome, householdincome) values (51,95,639960,779210);"
1534,951419,728553,226,2111,"insert into income (ownerid, houseid, familyincome, householdincome) values (226,2111,951419,728553);"
1535,370686,851544,905,2410,"insert into income (ownerid, houseid, familyincome, householdincome) values (905,2410,370686,851544);"
1536,596670,786477,748,125,"insert into income (ownerid, houseid, familyincome, householdincome) values (748,125,596670,786477);"
1537,622668,1105858,194,1992,"insert into income (ownerid, houseid, familyincome, householdincome) values (194,1992,622668,1105858);"
1538,779336,683828,751,2315,"insert into income (ownerid, houseid, familyincome, householdincome) values (751,2315,779336,683828);"
1539,741345,899745,210,249,"insert into income (ownerid, houseid, familyincome, householdincome) values (210,249,741345,899745);"
1540,591669,1008942,984,1280,"insert into income (ownerid, houseid, familyincome, householdincome) values (984,1280,591669,1008942);"
1541,778081,1122947,618,2262,"insert into income (ownerid, houseid, familyincome, householdincome) values (618,2262,778081,1122947);"
1542,920872,879082,698,2230,"insert into income (ownerid, houseid, familyincome, householdincome) values (698,2230,920872,879082);"
1543,985267,649176,830,2059,"insert into income (ownerid, houseid, familyincome, householdincome) values (830,2059,985267,649176);"
1544,721430,916807,120,552,"insert into income (ownerid, houseid, familyincome, householdincome) values (120,552,721430,916807);"
1545,550960,934594,892,461,"insert into income (ownerid, houseid, familyincome, householdincome) values (892,461,550960,934594);"
